name,jobs,machines,status,time,makespan,bound,gap,NC,RF,RS,solver
j9018_7,90,4,Optimal,0.02,73,73.0,0.0,1.8,0.25,0.5,CPO
j9018_8,90,4,Optimal,0.02,92,92.0,0.0,1.8,0.25,0.5,CPO
j9018_9,90,4,Optimal,0.02,79,79.0,0.0,1.8,0.25,0.5,CPO
j9019_1,90,4,Optimal,0.03,98,98.0,0.0,1.8,0.25,0.7,CPO
j9019_10,90,4,Optimal,0.03,85,85.0,0.0,1.8,0.25,0.7,CPO
j9019_2,90,4,Optimal,0.03,83,83.0,0.0,1.8,0.25,0.7,CPO
j9019_3,90,4,Optimal,0.01,89,89.0,0.0,1.8,0.25,0.7,CPO
j9019_4,90,4,Optimal,0.03,77,77.0,0.0,1.8,0.25,0.7,CPO
j9019_5,90,4,Optimal,0.02,66,66.0,0.0,1.8,0.25,0.7,CPO
j9019_6,90,4,Optimal,0.02,136,136.0,0.0,1.8,0.25,0.7,CPO
j9019_7,90,4,Optimal,0.02,66,66.0,0.0,1.8,0.25,0.7,CPO
j9019_8,90,4,Optimal,0.03,91,91.0,0.0,1.8,0.25,0.7,CPO
j9019_9,90,4,Optimal,0.03,121,121.0,0.0,1.8,0.25,0.7,CPO
j901_1,90,4,Optimal,0.46,73,73.0,0.0,1.5,0.25,0.2,CPO
j901_10,90,4,Optimal,0.35,90,90.0,0.0,1.5,0.25,0.2,CPO
j901_2,90,4,Optimal,0.02,92,92.0,0.0,1.5,0.25,0.2,CPO
j901_3,90,4,Optimal,0.58,66,66.0,0.0,1.5,0.25,0.2,CPO
j901_4,90,4,Optimal,0.77,86,86.0,0.0,1.5,0.25,0.2,CPO
j901_5,90,4,Optimal,0.03,87,87.0,0.0,1.5,0.25,0.2,CPO
j901_6,90,4,Optimal,0.31,74,74.0,0.0,1.5,0.25,0.2,CPO
j901_7,90,4,Optimal,0.09,91,91.0,0.0,1.5,0.25,0.2,CPO
j901_8,90,4,Optimal,0.21,95,95.0,0.0,1.5,0.25,0.2,CPO
j901_9,90,4,Optimal,0.16,72,72.0,0.0,1.5,0.25,0.2,CPO
j9020_1,90,4,Optimal,0.02,85,85.0,0.0,1.8,0.25,1,CPO
j9020_10,90,4,Optimal,0.03,89,89.0,0.0,1.8,0.25,1,CPO
j9020_2,90,4,Optimal,0.04,76,76.0,0.0,1.8,0.25,1,CPO
j9020_3,90,4,Optimal,0.03,86,86.0,0.0,1.8,0.25,1,CPO
j9020_4,90,4,Optimal,0.03,86,86.0,0.0,1.8,0.25,1,CPO
j9020_5,90,4,Optimal,0.02,88,88.0,0.0,1.8,0.25,1,CPO
j9020_6,90,4,Optimal,0.02,83,83.0,0.0,1.8,0.25,1,CPO
j9020_7,90,4,Optimal,0.02,82,82.0,0.0,1.8,0.25,1,CPO
j9020_8,90,4,Optimal,0.03,85,85.0,0.0,1.8,0.25,1,CPO
j9020_9,90,4,Optimal,0.02,76,76.0,0.0,1.8,0.25,1,CPO
j9021_1,90,4,Solution,30.03,114,102.0,10.53,1.8,0.5,0.2,CPO
j9021_10,90,4,Solution,30.02,109,105.0,3.67,1.8,0.5,0.2,CPO
j9021_2,90,4,Solution,30.0,117,111.0,5.13,1.8,0.5,0.2,CPO
j9021_3,90,4,Solution,30.01,125,119.0,4.8,1.8,0.5,0.2,CPO
j9021_4,90,4,Optimal,8.19,106,106.0,0.0,1.8,0.5,0.2,CPO
j9021_5,90,4,Solution,30.01,112,104.0,7.14,1.8,0.5,0.2,CPO
j9021_6,90,4,Solution,30.02,108,104.0,3.7,1.8,0.5,0.2,CPO
j9021_7,90,4,Solution,30.0,112,100.0,10.71,1.8,0.5,0.2,CPO
j9021_8,90,4,Solution,30.02,112,101.0,9.82,1.8,0.5,0.2,CPO
j9021_9,90,4,Solution,30.0,122,110.0,9.84,1.8,0.5,0.2,CPO
j9022_1,90,4,Optimal,0.03,108,108.0,0.0,1.8,0.5,0.5,CPO
j9022_10,90,4,Optimal,0.18,75,75.0,0.0,1.8,0.5,0.5,CPO
j9022_2,90,4,Optimal,0.02,85,85.0,0.0,1.8,0.5,0.5,CPO
j9022_3,90,4,Optimal,0.17,83,83.0,0.0,1.8,0.5,0.5,CPO
j9022_4,90,4,Optimal,0.02,96,96.0,0.0,1.8,0.5,0.5,CPO
j9022_5,90,4,Optimal,0.02,96,96.0,0.0,1.8,0.5,0.5,CPO
j9022_6,90,4,Optimal,0.03,71,71.0,0.0,1.8,0.5,0.5,CPO
j9022_7,90,4,Optimal,0.03,90,90.0,0.0,1.8,0.5,0.5,CPO
j9022_8,90,4,Optimal,0.02,97,97.0,0.0,1.8,0.5,0.5,CPO
j9022_9,90,4,Optimal,0.03,101,101.0,0.0,1.8,0.5,0.5,CPO
j9023_1,90,4,Optimal,0.03,90,90.0,0.0,1.8,0.5,0.7,CPO
j9023_10,90,4,Optimal,0.03,87,87.0,0.0,1.8,0.5,0.7,CPO
j9023_2,90,4,Optimal,0.03,84,84.0,0.0,1.8,0.5,0.7,CPO
j9023_3,90,4,Optimal,0.03,116,116.0,0.0,1.8,0.5,0.7,CPO
j9023_4,90,4,Optimal,0.03,85,85.0,0.0,1.8,0.5,0.7,CPO
j9023_5,90,4,Optimal,0.02,95,95.0,0.0,1.8,0.5,0.7,CPO
j9023_6,90,4,Optimal,0.04,87,87.0,0.0,1.8,0.5,0.7,CPO
j9023_7,90,4,Optimal,0.03,77,77.0,0.0,1.8,0.5,0.7,CPO
j9023_8,90,4,Optimal,0.03,92,92.0,0.0,1.8,0.5,0.7,CPO
j9023_9,90,4,Optimal,0.03,126,126.0,0.0,1.8,0.5,0.7,CPO
j9024_1,90,4,Optimal,0.03,84,84.0,0.0,1.8,0.5,1,CPO
j9024_10,90,4,Optimal,0.03,89,89.0,0.0,1.8,0.5,1,CPO
j9024_2,90,4,Optimal,0.03,92,92.0,0.0,1.8,0.5,1,CPO
j9024_3,90,4,Optimal,0.03,69,69.0,0.0,1.8,0.5,1,CPO
j9024_4,90,4,Optimal,0.02,81,81.0,0.0,1.8,0.5,1,CPO
j9024_5,90,4,Optimal,0.04,85,85.0,0.0,1.8,0.5,1,CPO
j9024_6,90,4,Optimal,0.02,79,79.0,0.0,1.8,0.5,1,CPO
j9024_7,90,4,Optimal,0.02,87,87.0,0.0,1.8,0.5,1,CPO
j9024_8,90,4,Optimal,0.03,88,88.0,0.0,1.8,0.5,1,CPO
j9024_9,90,4,Optimal,0.03,80,80.0,0.0,1.8,0.5,1,CPO
j9025_1,90,4,Solution,30.01,131,116.0,11.45,1.8,0.75,0.2,CPO
j9025_10,90,4,Solution,30.01,135,119.0,11.85,1.8,0.75,0.2,CPO
j9025_2,90,4,Solution,30.01,134,122.0,8.96,1.8,0.75,0.2,CPO
j9025_3,90,4,Solution,30.01,128,111.0,13.28,1.8,0.75,0.2,CPO
j9025_4,90,4,Solution,30.01,140,128.0,8.57,1.8,0.75,0.2,CPO
j9025_5,90,4,Solution,30.01,119,109.0,8.4,1.8,0.75,0.2,CPO
j9025_6,90,4,Solution,30.01,124,113.0,8.87,1.8,0.75,0.2,CPO
j9025_7,90,4,Solution,30.01,133,122.0,8.27,1.8,0.75,0.2,CPO
j9025_8,90,4,Solution,30.01,143,130.0,9.09,1.8,0.75,0.2,CPO
j9025_9,90,4,Solution,30.01,109,97.0,11.01,1.8,0.75,0.2,CPO
j9026_1,90,4,Optimal,0.02,90,90.0,0.0,1.8,0.75,0.5,CPO
j9026_10,90,4,Optimal,0.03,92,92.0,0.0,1.8,0.75,0.5,CPO
j9026_2,90,4,Optimal,0.5,85,85.0,0.0,1.8,0.75,0.5,CPO
j9026_3,90,4,Optimal,0.02,80,80.0,0.0,1.8,0.75,0.5,CPO
j9026_4,90,4,Solution,30.01,98,96.0,2.04,1.8,0.75,0.5,CPO
j9026_5,90,4,Solution,30.01,86,84.0,2.33,1.8,0.75,0.5,CPO
j9026_6,90,4,Optimal,0.03,108,108.0,0.0,1.8,0.75,0.5,CPO
j9026_7,90,4,Optimal,1.82,82,82.0,0.0,1.8,0.75,0.5,CPO
j9026_8,90,4,Solution,30.02,83,82.0,1.2,1.8,0.75,0.5,CPO
j9026_9,90,4,Optimal,0.05,87,87.0,0.0,1.8,0.75,0.5,CPO
j9027_1,90,4,Optimal,0.02,96,96.0,0.0,1.8,0.75,0.7,CPO
j9027_10,90,4,Optimal,0.04,97,97.0,0.0,1.8,0.75,0.7,CPO
j9027_2,90,4,Optimal,0.02,81,81.0,0.0,1.8,0.75,0.7,CPO
j9027_3,90,4,Optimal,0.03,91,91.0,0.0,1.8,0.75,0.7,CPO
j9027_4,90,4,Optimal,0.02,79,79.0,0.0,1.8,0.75,0.7,CPO
j9027_5,90,4,Optimal,0.03,99,99.0,0.0,1.8,0.75,0.7,CPO
j9027_6,90,4,Optimal,0.04,87,87.0,0.0,1.8,0.75,0.7,CPO
j9027_7,90,4,Optimal,0.01,73,73.0,0.0,1.8,0.75,0.7,CPO
j9027_8,90,4,Optimal,0.03,72,72.0,0.0,1.8,0.75,0.7,CPO
j9027_9,90,4,Optimal,0.03,84,84.0,0.0,1.8,0.75,0.7,CPO
j9028_1,90,4,Optimal,0.02,80,80.0,0.0,1.8,0.75,1,CPO
j9028_10,90,4,Optimal,0.03,68,68.0,0.0,1.8,0.75,1,CPO
j9028_2,90,4,Optimal,0.03,76,76.0,0.0,1.8,0.75,1,CPO
j9028_3,90,4,Optimal,0.02,86,86.0,0.0,1.8,0.75,1,CPO
j9028_4,90,4,Optimal,0.03,78,78.0,0.0,1.8,0.75,1,CPO
j9028_5,90,4,Optimal,0.02,88,88.0,0.0,1.8,0.75,1,CPO
j9028_6,90,4,Optimal,0.02,102,102.0,0.0,1.8,0.75,1,CPO
j9028_7,90,4,Optimal,0.04,97,97.0,0.0,1.8,0.75,1,CPO
j9028_8,90,4,Optimal,0.03,110,110.0,0.0,1.8,0.75,1,CPO
j9028_9,90,4,Optimal,0.02,120,120.0,0.0,1.8,0.75,1,CPO
j9029_1,90,4,Solution,30.0,138,125.0,9.42,1.8,1,0.2,CPO
j9029_10,90,4,Solution,30.02,128,118.0,7.81,1.8,1,0.2,CPO
j9029_2,90,4,Solution,30.01,132,121.0,8.33,1.8,1,0.2,CPO
j9029_3,90,4,Solution,30.02,147,135.0,8.16,1.8,1,0.2,CPO
j9029_4,90,4,Solution,30.01,153,138.0,9.8,1.8,1,0.2,CPO
j9029_5,90,4,Solution,30.01,125,115.0,8.0,1.8,1,0.2,CPO
j9029_6,90,4,Solution,30.01,127,116.0,8.66,1.8,1,0.2,CPO
j9029_7,90,4,Solution,30.01,176,156.0,11.36,1.8,1,0.2,CPO
j9029_8,90,4,Solution,30.01,160,146.0,8.75,1.8,1,0.2,CPO
j9029_9,90,4,Solution,30.01,132,119.0,9.85,1.8,1,0.2,CPO
j902_1,90,4,Optimal,0.02,96,96.0,0.0,1.5,0.25,0.5,CPO
j902_10,90,4,Optimal,0.02,80,80.0,0.0,1.5,0.25,0.5,CPO
j902_2,90,4,Optimal,0.02,114,114.0,0.0,1.5,0.25,0.5,CPO
j902_3,90,4,Optimal,0.02,75,75.0,0.0,1.5,0.25,0.5,CPO
j902_4,90,4,Optimal,0.02,70,70.0,0.0,1.5,0.25,0.5,CPO
j902_5,90,4,Optimal,0.02,100,100.0,0.0,1.5,0.25,0.5,CPO
j902_6,90,4,Optimal,0.02,67,67.0,0.0,1.5,0.25,0.5,CPO
j902_7,90,4,Optimal,0.03,92,92.0,0.0,1.5,0.25,0.5,CPO
j902_8,90,4,Optimal,0.02,82,82.0,0.0,1.5,0.25,0.5,CPO
j902_9,90,4,Optimal,0.03,79,79.0,0.0,1.5,0.25,0.5,CPO
j9030_1,90,4,Optimal,0.03,102,102.0,0.0,1.8,1,0.5,CPO
j9030_10,90,4,Optimal,0.03,90,90.0,0.0,1.8,1,0.5,CPO
j9030_2,90,4,Optimal,0.02,76,76.0,0.0,1.8,1,0.5,CPO
j9030_3,90,4,Optimal,0.05,102,102.0,0.0,1.8,1,0.5,CPO
j9030_4,90,4,Optimal,0.04,104,104.0,0.0,1.8,1,0.5,CPO
j9030_5,90,4,Solution,30.02,84,83.0,1.19,1.8,1,0.5,CPO
j9030_6,90,4,Optimal,0.03,90,90.0,0.0,1.8,1,0.5,CPO
j9030_7,90,4,Solution,30.01,85,84.0,1.18,1.8,1,0.5,CPO
j9030_8,90,4,Optimal,0.03,82,82.0,0.0,1.8,1,0.5,CPO
j9030_9,90,4,Solution,30.01,95,91.0,4.21,1.8,1,0.5,CPO
j9031_1,90,4,Optimal,0.02,79,79.0,0.0,1.8,1,0.7,CPO
j9031_10,90,4,Optimal,0.03,99,99.0,0.0,1.8,1,0.7,CPO
j9031_2,90,4,Optimal,0.03,69,69.0,0.0,1.8,1,0.7,CPO
j9031_3,90,4,Optimal,0.03,106,106.0,0.0,1.8,1,0.7,CPO
j9031_4,90,4,Optimal,0.03,79,79.0,0.0,1.8,1,0.7,CPO
j9031_5,90,4,Optimal,0.03,79,79.0,0.0,1.8,1,0.7,CPO
j9031_6,90,4,Optimal,0.03,80,80.0,0.0,1.8,1,0.7,CPO
j9031_7,90,4,Optimal,0.03,97,97.0,0.0,1.8,1,0.7,CPO
j9031_8,90,4,Optimal,0.03,83,83.0,0.0,1.8,1,0.7,CPO
j9031_9,90,4,Optimal,0.03,72,72.0,0.0,1.8,1,0.7,CPO
j9032_1,90,4,Optimal,0.03,78,78.0,0.0,1.8,1,1,CPO
j9032_10,90,4,Optimal,0.03,91,91.0,0.0,1.8,1,1,CPO
j9032_2,90,4,Optimal,0.03,78,78.0,0.0,1.8,1,1,CPO
j9032_3,90,4,Optimal,0.03,89,89.0,0.0,1.8,1,1,CPO
j9032_4,90,4,Optimal,0.03,104,104.0,0.0,1.8,1,1,CPO
j9032_5,90,4,Optimal,0.03,93,93.0,0.0,1.8,1,1,CPO
j9032_6,90,4,Optimal,0.03,86,86.0,0.0,1.8,1,1,CPO
j9032_7,90,4,Optimal,0.03,87,87.0,0.0,1.8,1,1,CPO
j9032_8,90,4,Optimal,0.03,79,79.0,0.0,1.8,1,1,CPO
j9032_9,90,4,Optimal,0.03,95,95.0,0.0,1.8,1,1,CPO
j9033_1,90,4,Optimal,0.3,99,99.0,0.0,2.1,0.25,0.2,CPO
j9033_10,90,4,Optimal,0.08,114,114.0,0.0,2.1,0.25,0.2,CPO
j9033_2,90,4,Optimal,0.05,112,112.0,0.0,2.1,0.25,0.2,CPO
j9033_3,90,4,Optimal,0.02,108,108.0,0.0,2.1,0.25,0.2,CPO
j9033_4,90,4,Optimal,0.08,92,92.0,0.0,2.1,0.25,0.2,CPO
j9033_5,90,4,Optimal,0.18,109,109.0,0.0,2.1,0.25,0.2,CPO
j9033_6,90,4,Optimal,0.03,88,88.0,0.0,2.1,0.25,0.2,CPO
j9033_7,90,4,Optimal,0.1,109,109.0,0.0,2.1,0.25,0.2,CPO
j9033_8,90,4,Optimal,0.17,110,110.0,0.0,2.1,0.25,0.2,CPO
j9033_9,90,4,Optimal,0.56,95,95.0,0.0,2.1,0.25,0.2,CPO
j9034_1,90,4,Optimal,0.02,83,83.0,0.0,2.1,0.25,0.5,CPO
j9034_10,90,4,Optimal,0.02,101,101.0,0.0,2.1,0.25,0.5,CPO
j9034_2,90,4,Optimal,0.02,89,89.0,0.0,2.1,0.25,0.5,CPO
j9034_3,90,4,Optimal,0.02,82,82.0,0.0,2.1,0.25,0.5,CPO
j9034_4,90,4,Optimal,0.12,81,81.0,0.0,2.1,0.25,0.5,CPO
j9034_5,90,4,Optimal,0.07,83,83.0,0.0,2.1,0.25,0.5,CPO
j9034_6,90,4,Optimal,0.02,89,89.0,0.0,2.1,0.25,0.5,CPO
j9034_7,90,4,Optimal,0.02,92,92.0,0.0,2.1,0.25,0.5,CPO
j9034_8,90,4,Optimal,0.02,81,81.0,0.0,2.1,0.25,0.5,CPO
j9034_9,90,4,Optimal,0.02,109,109.0,0.0,2.1,0.25,0.5,CPO
j9035_1,90,4,Optimal,0.02,98,98.0,0.0,2.1,0.25,0.7,CPO
j9035_10,90,4,Optimal,0.02,82,82.0,0.0,2.1,0.25,0.7,CPO
j9035_2,90,4,Optimal,0.02,92,92.0,0.0,2.1,0.25,0.7,CPO
j9035_3,90,4,Optimal,0.02,96,96.0,0.0,2.1,0.25,0.7,CPO
j9035_4,90,4,Optimal,0.02,86,86.0,0.0,2.1,0.25,0.7,CPO
j9035_5,90,4,Optimal,0.02,103,103.0,0.0,2.1,0.25,0.7,CPO
j9035_6,90,4,Optimal,0.02,72,72.0,0.0,2.1,0.25,0.7,CPO
j9035_7,90,4,Optimal,0.02,78,78.0,0.0,2.1,0.25,0.7,CPO
j9035_8,90,4,Optimal,0.02,85,85.0,0.0,2.1,0.25,0.7,CPO
j9035_9,90,4,Optimal,0.02,76,76.0,0.0,2.1,0.25,0.7,CPO
j9036_1,90,4,Optimal,0.02,97,97.0,0.0,2.1,0.25,1,CPO
j9036_10,90,4,Optimal,0.02,109,109.0,0.0,2.1,0.25,1,CPO
j9036_2,90,4,Optimal,0.02,114,114.0,0.0,2.1,0.25,1,CPO
j9036_3,90,4,Optimal,0.02,84,84.0,0.0,2.1,0.25,1,CPO
j9036_4,90,4,Optimal,0.03,79,79.0,0.0,2.1,0.25,1,CPO
j9036_5,90,4,Optimal,0.02,98,98.0,0.0,2.1,0.25,1,CPO
j9036_6,90,4,Optimal,0.02,99,99.0,0.0,2.1,0.25,1,CPO
j9036_7,90,4,Optimal,0.02,89,89.0,0.0,2.1,0.25,1,CPO
j9036_8,90,4,Optimal,0.02,84,84.0,0.0,2.1,0.25,1,CPO
j9036_9,90,4,Optimal,0.02,102,102.0,0.0,2.1,0.25,1,CPO
j9037_1,90,4,Solution,30.01,112,101.0,9.82,2.1,0.5,0.2,CPO
j9037_10,90,4,Solution,30.02,123,108.0,12.2,2.1,0.5,0.2,CPO
j9037_2,90,4,Solution,30.01,115,106.0,7.83,2.1,0.5,0.2,CPO
j9037_3,90,4,Optimal,5.87,132,132.0,0.0,2.1,0.5,0.2,CPO
j9037_4,90,4,Optimal,20.92,123,123.0,0.0,2.1,0.5,0.2,CPO
j9037_5,90,4,Solution,30.01,127,114.0,10.24,2.1,0.5,0.2,CPO
j9037_6,90,4,Solution,30.01,133,120.0,9.77,2.1,0.5,0.2,CPO
j9037_7,90,4,Optimal,9.09,123,123.0,0.0,2.1,0.5,0.2,CPO
j9037_8,90,4,Solution,30.01,120,106.0,11.67,2.1,0.5,0.2,CPO
j9037_9,90,4,Optimal,7.51,123,123.0,0.0,2.1,0.5,0.2,CPO
j9038_1,90,4,Optimal,0.4,85,85.0,0.0,2.1,0.5,0.5,CPO
j9038_10,90,4,Optimal,0.02,108,108.0,0.0,2.1,0.5,0.5,CPO
j9038_2,90,4,Optimal,0.03,78,78.0,0.0,2.1,0.5,0.5,CPO
j9038_3,90,4,Optimal,0.47,89,89.0,0.0,2.1,0.5,0.5,CPO
j9038_4,90,4,Optimal,0.03,89,89.0,0.0,2.1,0.5,0.5,CPO
j9038_5,90,4,Optimal,0.42,86,86.0,0.0,2.1,0.5,0.5,CPO
j9038_6,90,4,Optimal,0.07,88,88.0,0.0,2.1,0.5,0.5,CPO
j9038_7,90,4,Optimal,0.03,85,85.0,0.0,2.1,0.5,0.5,CPO
j9038_8,90,4,Optimal,0.02,91,91.0,0.0,2.1,0.5,0.5,CPO
j9038_9,90,4,Optimal,0.03,95,95.0,0.0,2.1,0.5,0.5,CPO
j9039_1,90,4,Optimal,0.02,106,106.0,0.0,2.1,0.5,0.7,CPO
j9039_10,90,4,Optimal,0.02,100,100.0,0.0,2.1,0.5,0.7,CPO
j9039_2,90,4,Optimal,0.02,119,119.0,0.0,2.1,0.5,0.7,CPO
j9039_3,90,4,Optimal,0.03,83,83.0,0.0,2.1,0.5,0.7,CPO
j9039_4,90,4,Optimal,0.03,81,81.0,0.0,2.1,0.5,0.7,CPO
j9039_5,90,4,Optimal,0.03,85,85.0,0.0,2.1,0.5,0.7,CPO
j9039_6,90,4,Optimal,0.02,102,102.0,0.0,2.1,0.5,0.7,CPO
j9039_7,90,4,Optimal,0.02,85,85.0,0.0,2.1,0.5,0.7,CPO
j9039_8,90,4,Optimal,0.03,81,81.0,0.0,2.1,0.5,0.7,CPO
j9039_9,90,4,Optimal,0.02,79,79.0,0.0,2.1,0.5,0.7,CPO
j903_1,90,4,Optimal,0.02,81,81.0,0.0,1.5,0.25,0.7,CPO
j903_10,90,4,Optimal,0.02,65,65.0,0.0,1.5,0.25,0.7,CPO
j903_2,90,4,Optimal,0.02,84,84.0,0.0,1.5,0.25,0.7,CPO
j903_3,90,4,Optimal,0.02,71,71.0,0.0,1.5,0.25,0.7,CPO
j903_4,90,4,Optimal,0.02,104,104.0,0.0,1.5,0.25,0.7,CPO
j903_5,90,4,Optimal,0.02,75,75.0,0.0,1.5,0.25,0.7,CPO
j903_6,90,4,Optimal,0.02,68,68.0,0.0,1.5,0.25,0.7,CPO
j903_7,90,4,Optimal,0.02,87,87.0,0.0,1.5,0.25,0.7,CPO
j903_8,90,4,Optimal,0.02,86,86.0,0.0,1.5,0.25,0.7,CPO
j903_9,90,4,Optimal,0.02,61,61.0,0.0,1.5,0.25,0.7,CPO
j9040_1,90,4,Optimal,0.02,95,95.0,0.0,2.1,0.5,1,CPO
j9040_10,90,4,Optimal,0.02,86,86.0,0.0,2.1,0.5,1,CPO
j9040_2,90,4,Optimal,0.02,91,91.0,0.0,2.1,0.5,1,CPO
j9040_3,90,4,Optimal,0.02,77,77.0,0.0,2.1,0.5,1,CPO
j9040_4,90,4,Optimal,0.02,106,106.0,0.0,2.1,0.5,1,CPO
j9040_5,90,4,Optimal,0.03,92,92.0,0.0,2.1,0.5,1,CPO
j9040_6,90,4,Optimal,0.03,86,86.0,0.0,2.1,0.5,1,CPO
j9040_7,90,4,Optimal,0.02,87,87.0,0.0,2.1,0.5,1,CPO
j9040_8,90,4,Optimal,0.03,79,79.0,0.0,2.1,0.5,1,CPO
j9040_9,90,4,Optimal,0.02,98,98.0,0.0,2.1,0.5,1,CPO
j9041_1,90,4,Solution,30.01,147,128.0,12.93,2.1,0.75,0.2,CPO
j9041_10,90,4,Solution,30.01,154,143.0,7.14,2.1,0.75,0.2,CPO
j9041_2,90,4,Solution,30.01,170,153.0,10.0,2.1,0.75,0.2,CPO
j9041_3,90,4,Solution,30.01,164,145.0,11.59,2.1,0.75,0.2,CPO
j9041_4,90,4,Solution,30.01,158,140.0,11.39,2.1,0.75,0.2,CPO
j9041_5,90,4,Solution,30.01,129,115.0,10.85,2.1,0.75,0.2,CPO
j9041_6,90,4,Solution,30.01,137,127.0,7.3,2.1,0.75,0.2,CPO
j9041_7,90,4,Solution,30.01,158,142.0,10.13,2.1,0.75,0.2,CPO
j9041_8,90,4,Solution,30.01,168,147.0,12.5,2.1,0.75,0.2,CPO
j9041_9,90,4,Solution,30.01,125,110.0,12.0,2.1,0.75,0.2,CPO
j9042_1,90,4,Optimal,0.03,106,106.0,0.0,2.1,0.75,0.5,CPO
j9042_10,90,4,Solution,30.01,91,89.0,2.2,2.1,0.75,0.5,CPO
j9042_2,90,4,Solution,30.01,103,101.0,1.94,2.1,0.75,0.5,CPO
j9042_3,90,4,Optimal,0.12,94,94.0,0.0,2.1,0.75,0.5,CPO
j9042_4,90,4,Optimal,0.03,102,102.0,0.0,2.1,0.75,0.5,CPO
j9042_5,90,4,Optimal,0.03,105,105.0,0.0,2.1,0.75,0.5,CPO
j9042_6,90,4,Optimal,0.03,89,89.0,0.0,2.1,0.75,0.5,CPO
j9042_7,90,4,Solution,30.0,87,86.0,1.15,2.1,0.75,0.5,CPO
j9042_8,90,4,Optimal,0.02,105,105.0,0.0,2.1,0.75,0.5,CPO
j9042_9,90,4,Optimal,2.78,83,83.0,0.0,2.1,0.75,0.5,CPO
j9043_1,90,4,Optimal,0.02,99,99.0,0.0,2.1,0.75,0.7,CPO
j9043_10,90,4,Optimal,0.02,92,92.0,0.0,2.1,0.75,0.7,CPO
j9043_2,90,4,Optimal,0.02,91,91.0,0.0,2.1,0.75,0.7,CPO
j9043_3,90,4,Optimal,0.01,102,102.0,0.0,2.1,0.75,0.7,CPO
j9043_4,90,4,Optimal,0.03,94,94.0,0.0,2.1,0.75,0.7,CPO
j9043_5,90,4,Optimal,0.03,98,98.0,0.0,2.1,0.75,0.7,CPO
j9043_6,90,4,Optimal,0.01,114,114.0,0.0,2.1,0.75,0.7,CPO
j9043_7,90,4,Optimal,0.02,88,88.0,0.0,2.1,0.75,0.7,CPO
j9043_8,90,4,Optimal,0.02,100,100.0,0.0,2.1,0.75,0.7,CPO
j9043_9,90,4,Optimal,0.03,88,88.0,0.0,2.1,0.75,0.7,CPO
j9044_1,90,4,Optimal,0.03,100,100.0,0.0,2.1,0.75,1,CPO
j9044_10,90,4,Optimal,0.03,86,86.0,0.0,2.1,0.75,1,CPO
j9044_2,90,4,Optimal,0.03,92,92.0,0.0,2.1,0.75,1,CPO
j9044_3,90,4,Optimal,0.03,110,110.0,0.0,2.1,0.75,1,CPO
j9044_4,90,4,Optimal,0.02,89,89.0,0.0,2.1,0.75,1,CPO
j9044_5,90,4,Optimal,0.03,84,84.0,0.0,2.1,0.75,1,CPO
j9044_6,90,4,Optimal,0.02,96,96.0,0.0,2.1,0.75,1,CPO
j9044_7,90,4,Optimal,0.02,93,93.0,0.0,2.1,0.75,1,CPO
j9044_8,90,4,Optimal,0.03,99,99.0,0.0,2.1,0.75,1,CPO
j9044_9,90,4,Optimal,0.03,96,96.0,0.0,2.1,0.75,1,CPO
j9045_1,90,4,Solution,30.02,151,142.0,5.96,2.1,1,0.2,CPO
j9045_10,90,4,Solution,30.01,170,156.0,8.24,2.1,1,0.2,CPO
j9045_2,90,4,Solution,30.01,150,138.0,8.0,2.1,1,0.2,CPO
j9045_3,90,4,Solution,30.01,160,142.0,11.25,2.1,1,0.2,CPO
j9045_4,90,4,Solution,30.0,139,125.0,10.07,2.1,1,0.2,CPO
j9045_5,90,4,Solution,30.0,180,163.0,9.44,2.1,1,0.2,CPO
j9045_6,90,4,Solution,30.01,178,157.0,11.8,2.1,1,0.2,CPO
j9045_7,90,4,Solution,30.02,140,127.0,9.29,2.1,1,0.2,CPO
j9045_8,90,4,Solution,30.01,163,147.0,9.82,2.1,1,0.2,CPO
j9045_9,90,4,Solution,30.02,161,141.0,12.42,2.1,1,0.2,CPO
j9046_1,90,4,Optimal,4.15,104,104.0,0.0,2.1,1,0.5,CPO
j9046_10,90,4,Optimal,0.02,114,114.0,0.0,2.1,1,0.5,CPO
j9046_2,90,4,Optimal,0.03,98,98.0,0.0,2.1,1,0.5,CPO
j9046_3,90,4,Optimal,2.76,113,113.0,0.0,2.1,1,0.5,CPO
j9046_4,90,4,Solution,30.02,93,92.0,1.08,2.1,1,0.5,CPO
j9046_5,90,4,Optimal,0.02,91,91.0,0.0,2.1,1,0.5,CPO
j9046_6,90,4,Optimal,0.05,83,83.0,0.0,2.1,1,0.5,CPO
j9046_7,90,4,Optimal,0.05,89,89.0,0.0,2.1,1,0.5,CPO
j9046_8,90,4,Solution,30.01,97,93.0,4.12,2.1,1,0.5,CPO
j9046_9,90,4,Solution,30.02,90,86.0,4.44,2.1,1,0.5,CPO
j9047_1,90,4,Optimal,0.03,82,82.0,0.0,2.1,1,0.7,CPO
j9047_10,90,4,Optimal,0.03,65,65.0,0.0,2.1,1,0.7,CPO
j9047_2,90,4,Optimal,0.03,90,90.0,0.0,2.1,1,0.7,CPO
j9047_3,90,4,Optimal,0.02,102,102.0,0.0,2.1,1,0.7,CPO
j9047_4,90,4,Optimal,0.03,93,93.0,0.0,2.1,1,0.7,CPO
